Project,Date,Year,Se,Treatment,El,Plot,Hor,BIOC,RESPC,BION,NO3,NH4,NIT,MIN,DEA,H2O,pH
Calcium,2008-07-18,2008,SU,W1,M,LY4-5,Min,300.2,5.3,69,6.31,1.52,0.9,1.13,7.046636105,0.26,4.07
Calcium,2008-07-18,2008,SU,W1,M,LY4-1,Oa/A,1258.47,22.88,222.03,10.31,43.42,2.6,1.62,-9999.99,0.45,3.96
Calcium,2008-07-18,2008,SU,W1,M,LY4-2,Oa/A,660.37,17.82,225.3,12.73,5.71,3.34,3.34,139.1323186,0.4,4.02
Calcium,2008-07-18,2008,SU,W1,M,LY4-3,Oa/A,834.43,17.65,242.7,14.1,7.4,3.65,4.75,69.02269256,0.38,3.92
Calcium,2008-07-18,2008,SU,W1,M,LY4-4,Oa/A,1113.85,10.93,282.14,21.26,36.24,3.71,2.1,250.512735,0.5,4.1
Calcium,2008-07-18,2008,SU,W1,M,LY4-5,Oa/A,612.46,17.62,231.9,23.66,17.33,3.73,4.51,188.967613,0.48,3.83
Calcium,2008-07-18,2008,SU,W1,M,LY4-1,Oi/Oe,1902.03,39.11,376.28,4.7,128.44,1.2,2.82,203.6390338,0.57,4.2
Calcium,2008-07-18,2008,SU,W1,M,LY4-2,Oi/Oe,2455.87,41.78,518.69,24.2,118.12,7.81,6.67,91.94412427,0.53,4.41
Calcium,2008-07-18,2008,SU,W1,M,LY4-3,Oi/Oe,2890.49,64.38,572.7,7.93,126.82,4.63,9.51,210.4861058,0.55,4.37
Calcium,2008-07-18,2008,SU,W1,M,LY4-4,Oi/Oe,3297.07,39.1,608.63,5.49,142.6,2.39,-0.12,349.6010214,0.6,4.89
Calcium,2008-07-18,2008,SU,W1,M,LY4-5,Oi/Oe,2491.97,35.47,797.96,20.26,286.81,8.84,6.28,989.1623106,0.67,4.35
Calcium,2008-07-18,2008,SU,W1,SF,LY2-1,Min,422.09,13.96,211.74,10.86,35.2,1.96,1.32,180.6880509,0.27,3.95
Calcium,2008-07-18,2008,SU,W1,SF,LY2-2,Min,620.8,13.25,88.41,1,16.07,0.72,0.54,112.9553957,0.48,4.14
Calcium,2008-07-18,2008,SU,W1,SF,LY2-3,Min,1451,14.03,224.35,9.48,30.69,2.11,-0.33,3474.904099,0.67,3.96
Calcium,2008-07-18,2008,SU,W1,SF,LY2-4,Min,198.48,3.79,82.07,0.54,15.05,0.24,0.2,-9999.99,0.28,4.19
Calcium,2008-07-18,2008,SU,W1,SF,LY2-5,Min,662.79,3.63,150.78,6.64,23.98,1.81,0.53,2127.30189,0.3,3.99
Calcium,2008-07-18,2008,SU,W1,SF,LY2-1,Oa/A,223.91,45.54,707.46,12.19,143.25,4.28,4.81,641.1845972,0.55,4.06
Calcium,2008-07-18,2008,SU,W1,SF,LY2-2,Oa/A,2865.4,41.07,490.24,0.41,147.87,0.09,-2.71,1205.723498,0.71,4.07
Calcium,2008-07-18,2008,SU,W1,SF,LY2-3,Oa/A,3666.47,54.38,816.67,23.62,176,8.66,3.27,1623.768266,0.78,3.83
Calcium,2008-07-18,2008,SU,W1,SF,LY2-4,Oa/A,1467.28,19.9,467.49,0.95,108.14,0.44,0.57,743.7978345,0.66,3.85
Calcium,2008-07-18,2008,SU,W1,SF,LY2-5,Oa/A,458.47,38.19,661.03,21.22,123.95,6.15,3.58,540.0277611,0.54,4.05
Calcium,2008-07-18,2008,SU,W1,SF,LY2-1,Oi/Oe,4808.95,131.29,780.38,4.81,202.58,1.93,0.16,180.454006,0.59,4.9
Calcium,2008-07-18,2008,SU,W1,SF,LY2-2,Oi/Oe,1877.92,65.22,646.46,0.39,269.94,0,-5.99,-9999.99,0.7,4.25
Calcium,2008-07-18,2008,SU,W1,SF,LY2-3,Oi/Oe,4613.49,134.88,826.77,0.48,273.89,0.23,-0.85,363.4313377,0.75,4.45
Calcium,2008-07-18,2008,SU,W1,SF,LY2-4,Oi/Oe,1238.59,34.47,842.89,0.36,283.24,0,-4.29,1020.246276,0.68,4.37
Calcium,2008-07-18,2008,SU,W1,SF,LY2-5,Oi/Oe,394.33,134.26,746.73,3.76,248.17,2.39,-1.95,378.2266825,0.6,4.39
Calcium,2008-10-03,2008,F,BearBrook,H,LT104,Min,158.66,7.7,70.74,4.33,1.48,1.26,1.29,62.09388477,0.36,3.69
Calcium,2008-10-03,2008,F,BearBrook,H,LT107,Min,549.95,9.02,118.39,4.6,1.2,0.78,0.79,83.3841015,0.45,4.17
Calcium,2008-10-03,2008,F,BearBrook,H,LT110,Min,198.31,7.1,166.32,7.96,1.59,1.39,1.38,177.9438778,0.62,4.39
Calcium,2008-10-03,2008,F,BearBrook,H,LT114,Min,375.84,6.92,74.96,3.04,4.6,1.52,1.29,7.497637221,0.33,4.06
Calcium,2008-10-03,2008,F,BearBrook,H,LT115,Min,405,4.93,64.24,2.36,2.73,1.17,1.36,31.18979529,0.33,4.17
Calcium,2008-10-03,2008,F,BearBrook,H,LT104,Oa/A,641.87,35.84,130.1,6.19,3.19,2.24,2.31,202.9542483,0.46,3.59
Calcium,2008-10-03,2008,F,BearBrook,H,LT107,Oa/A,1986.2,34.21,345.37,16.33,19.63,5.55,4.07,2445.246075,0.66,3.87
Calcium,2008-10-03,2008,F,BearBrook,H,LT110,Oa/A,1445.47,24.98,330.01,16.34,2.22,3.92,4.81,-9999.99,0.67,4.21
Calcium,2008-10-03,2008,F,BearBrook,H,LT114,Oa/A,346.66,14.58,126.4,6.55,3.58,3.17,3.27,176.1069949,0.41,3.83
Calcium,2008-10-03,2008,F,BearBrook,H,LT115,Oa/A,1053.69,19.56,278.51,12.96,23.41,6.63,4.88,228.6080582,0.58,3.88
Calcium,2008-10-03,2008,F,BearBrook,H,LT104,Oi/Oe,5276.09,245.33,756.53,7.61,142.89,6.6,23.26,537.8408509,0.77,3.61
Calcium,2008-10-03,2008,F,BearBrook,H,LT107,Oi/Oe,2785.49,97.91,486.26,14.54,62.69,10.4,11.75,3195.627059,0.76,3.89
Calcium,2008-10-03,2008,F,BearBrook,H,LT110,Oi/Oe,2357.68,32.65,442.34,15.47,20.52,9.59,12,665.1095621,0.72,4.15
Calcium,2008-10-03,2008,F,BearBrook,H,LT114,Oi/Oe,3893.36,78.87,319.92,1.81,47.16,2.32,7.68,167.0396232,0.63,3.95
Calcium,2008-10-03,2008,F,BearBrook,H,LT115,Oi/Oe,4878.22,117.51,686.77,6.24,143.09,8.96,16.86,506.7370832,0.76,3.9
Calcium,2008-10-03,2008,F,BearBrook,M,LT142,Min,271.2,6.86,110.04,4.28,1.46,0.88,0.86,22.39890426,0.36,4.73
Calcium,2008-10-03,2008,F,BearBrook,M,LT144,Min,-9999.99,4.11,88.01,3.52,1.63,0.8,1.15,71.53105071,0.36,4.6
Calcium,2008-10-03,2008,F,BearBrook,M,LT147,Min,581.88,8.6,88.72,2.25,3.71,0.7,0.8,19.70355436,0.39,4.75
Calcium,2008-10-03,2008,F,BearBrook,M,LT152,Min,532.56,9.14,93.22,0.88,1.12,0.18,0.27,8.663361101,0.41,4.44
Calcium,2008-10-03,2008,F,BearBrook,M,LT154,Min,102.34,5.07,59.73,2.48,0.59,0.53,0.55,19.58966101,0.3,4.78
Calcium,2008-10-03,2008,F,BearBrook,M,LT142,Oa/A,977.76,13.01,222.09,9.01,8.29,2.22,2.37,130.0880016,0.52,4.55
Calcium,2008-10-03,2008,F,BearBrook,M,LT144,Oa/A,334.22,24.44,314.34,8.38,7.34,2.17,3.01,73.8709054,0.56,4.68
Calcium,2008-10-03,2008,F,BearBrook,M,LT147,Oa/A,1021.91,12.96,201.54,5.62,6.59,1.61,1.21,1727.867331,0.5,4.49
Calcium,2008-10-03,2008,F,BearBrook,M,LT152,Oa/A,785.38,19.26,195.12,3.91,2.17,1.5,1.57,46.29482171,0.5,4.05
Calcium,2008-10-03,2008,F,BearBrook,M,LT154,Oa/A,171.67,6.44,226.19,7.74,11.53,2.61,1.81,44.65820358,0.53,4.16
Calcium,2008-10-03,2008,F,BearBrook,M,LT142,Oi/Oe,411.35,176.77,639.71,4.57,88.49,4.1,15.65,323.9152398,0.76,4.36
Calcium,2008-10-03,2008,F,BearBrook,M,LT144,Oi/Oe,2919.49,107.65,666.49,4.5,80.22,5.54,12.16,378.3803173,0.77,4.57
Calcium,2008-10-03,2008,F,BearBrook,M,LT147,Oi/Oe,2583.06,100.59,612.52,4,77.22,5.47,11.41,66.90840193,0.75,4.05
Calcium,2008-10-03,2008,F,BearBrook,M,LT152,Oi/Oe,2113.31,54.29,574.47,2.43,66.87,3.36,12.73,287.7933845,0.72,4.01
Calcium,2008-10-03,2008,F,BearBrook,M,LT154,Oi/Oe,2529.16,89.08,541.41,9,100.01,7.47,15.95,192.1716719,0.77,3.98
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-1,Min,325.13,6.3,79.72,1.08,2.08,0.51,0.97,100.2982506,0.39,3.52
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-2,Min,641.3,10.73,93.86,1.84,8.37,1.04,1.39,3384.129747,0.36,3.51
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-3,Min,193.51,7.55,54.51,0.78,2.45,0.51,0.86,44.7883828,0.34,3.6
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-4,Min,268.22,11.19,39.11,0.15,7.2,0,0.41,3.785900717,0.3,3.68
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-5,Min,334.07,12.17,54.81,0.52,1.62,0.29,0.31,63.58720838,0.32,3.71
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-1,Oa/A,2753.2,43.53,358.44,0.36,56.61,1.06,4.27,1060.134268,0.67,3.31
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-2,Oa/A,2802.25,66.49,413.87,2.58,87.56,1.46,4.73,4032.126341,0.63,3.37
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-3,Oa/A,1452.03,53.31,346.48,0.88,58.23,0.79,4.73,156.0673036,0.68,3.39
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-4,Oa/A,1761.84,53.21,310.37,0.36,11.57,0,9.34,1089.798729,0.68,3.3
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-5,Oa/A,2563.6,86.72,490.21,0.38,76.9,0.36,-1.45,514.5253035,0.69,3.38
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-1,Oi/Oe,6009.76,98.99,522.38,0.43,37.14,0.05,16.51,935.0101123,0.72,3.66
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-2,Oi/Oe,2433.67,229.17,806.36,0.45,127.5,0,17.05,1925.241163,0.74,3.61
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-3,Oi/Oe,2357.2,86.21,718.34,0.48,164.16,0,10.11,101.7400532,0.75,3.5
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-4,Oi/Oe,2935.36,179.45,612.54,0.43,139.58,0,13.62,40.03832144,0.72,3.71
Calcium,2008-10-03,2008,F,BearBrook,SF,SF-5,Oi/Oe,3809.68,95.31,573.15,0.43,105.97,0,9.3,426.6761583,0.72,3.49
Calcium,2008-10-04,2008,F,BearBrook,L,LT162,Min,436.01,4.34,83.31,0.15,2.42,0.29,0.3,2.419498778,0.27,4.81
Calcium,2008-10-04,2008,F,BearBrook,L,LT163,Min,303.73,5.88,44.89,0.14,1.21,0,-0.02,4.093067865,0.25,3.97
Calcium,2008-10-04,2008,F,BearBrook,L,LT168,Min,182.02,5.84,37.66,0.16,1.4,0.24,0.29,11.90829622,0.32,4.54
Calcium,2008-10-04,2008,F,BearBrook,L,LT172,Min,348.8,14.51,48.8,0.19,1.34,0.08,0.07,6.804966324,0.42,4.66
Calcium,2008-10-04,2008,F,BearBrook,L,LT174,Min,294.08,6.71,67.07,0.17,2.17,0.26,0.66,3.536720255,0.36,4.34
Calcium,2008-10-04,2008,F,BearBrook,L,LT162,Oa/A,194.96,53.36,289.21,0.24,19.34,0,2.78,37.33809808,0.53,3.8
Calcium,2008-10-04,2008,F,BearBrook,L,LT163,Oa/A,507.57,30.53,275.28,0.29,6.31,0,0.31,66.11284037,0.6,3.22
Calcium,2008-10-04,2008,F,BearBrook,L,LT168,Oa/A,193.99,9.06,242.69,1.46,16.38,1.72,2.42,75.56309303,0.59,4.16
Calcium,2008-10-04,2008,F,BearBrook,L,LT172,Oa/A,1310.8,29.18,225.67,0.46,8.08,0.21,-0.28,98.9155377,0.74,4.65
Calcium,2008-10-04,2008,F,BearBrook,L,LT174,Oa/A,457.15,16.99,198.45,1.55,4.79,2.03,3.89,62.79629433,0.58,3.81
Calcium,2008-10-04,2008,F,BearBrook,L,LT162,Oi/Oe,3338.18,13.03,432.1,0.34,73.81,0,6.05,73.19044634,0.66,3.76
Calcium,2008-10-04,2008,F,BearBrook,L,LT163,Oi/Oe,1110.25,39.09,504.76,0.38,107.14,0,5.28,18.40150428,0.69,3.52
Calcium,2008-10-04,2008,F,BearBrook,L,LT168,Oi/Oe,2106.86,108.76,639.87,0.5,75.62,1.7,14.45,247.7144545,0.76,4.09
Calcium,2008-10-04,2008,F,BearBrook,L,LT172,Oi/Oe,426.68,130.16,510.42,0.64,67.85,0.4,8.62,181.9060081,0.81,4.45
Calcium,2008-10-04,2008,F,BearBrook,L,LT174,Oi/Oe,3832.67,18.68,639.2,1.62,106.59,3.14,10.01,94.24859215,0.75,3.86
Calcium,2008-10-04,2008,F,W1,H,LY3-1,Min,373.1,14.92,133.46,6.61,1.88,1.26,1.35,1896.512234,0.45,4.67
Calcium,2008-10-04,2008,F,W1,H,LY3-2,Min,477.08,7.04,100.89,3.95,3.69,1.99,2.01,13.91393583,0.32,4.4
Calcium,2008-10-04,2008,F,W1,H,LY3-3,Min,544.87,10.59,109.68,9.04,1.33,1.96,2.05,90.08746779,0.36,3.99
Calcium,2008-10-04,2008,F,W1,H,LY3-4,Min,881.19,13.29,200.31,6.76,6.63,1.43,1.2,164.3518936,0.5,4.5
Calcium,2008-10-04,2008,F,W1,H,LY3-5,Min,468.21,9.53,87.12,3.51,1.86,0.82,0.75,21.36226503,0.41,4.01
Calcium,2008-10-04,2008,F,W1,H,LY3-1,Oa/A,2243.14,35.2,492.75,20.93,25.45,6.25,5.17,360.4097525,0.64,4.29
Calcium,2008-10-04,2008,F,W1,H,LY3-2,Oa/A,612.7,21.11,211.66,9.43,11.86,3.56,3.8,1797.016369,0.39,4.26
Calcium,2008-10-04,2008,F,W1,H,LY3-3,Oa/A,718,18.83,240.67,14.44,19.22,3.35,2.76,764.7804943,0.49,3.83
Calcium,2008-10-04,2008,F,W1,H,LY3-4,Oa/A,1925.3,15.41,320.69,8.17,10.54,2.96,2.81,130.3784617,0.54,4.54
Calcium,2008-10-04,2008,F,W1,H,LY3-5,Oa/A,1193.55,19.36,255.21,10.45,4.81,3.34,3.33,165.1008136,0.53,3.92
Calcium,2008-10-04,2008,F,W1,H,LY3-1,Oi/Oe,2966.6,88.76,734.38,21.66,61.06,12.16,13.72,467.9039839,0.69,4.88
Calcium,2008-10-04,2008,F,W1,H,LY3-2,Oi/Oe,4255.73,103.27,499.06,5,70.7,3.81,14.44,550.6061696,0.61,4.64
Calcium,2008-10-04,2008,F,W1,H,LY3-3,Oi/Oe,2814.56,62.95,543.37,24.15,90.25,18.09,17.65,3216.37153,0.64,4.04
Calcium,2008-10-04,2008,F,W1,H,LY3-4,Oi/Oe,4338.49,49.81,632.62,16.59,70.33,14.02,16.8,1280.307135,0.67,4.57
Calcium,2008-10-04,2008,F,W1,H,LY3-5,Oi/Oe,3179.14,181.9,601.85,7.21,103.73,6,21.17,668.2856844,0.7,4.5
Calcium,2008-10-04,2008,F,W1,L,LY6-1,Min,463.94,9.54,120.48,0.16,3.19,0.24,1.44,18.5426746,0.32,4.42
Calcium,2008-10-04,2008,F,W1,L,LY6-2,Min,232.39,7.62,49.54,0.79,1.86,0.23,0.28,8.037299319,0.31,4.53
Calcium,2008-10-04,2008,F,W1,L,LY6-3,Min,419.84,7.95,114.99,3.12,3.12,1.04,0.92,93.00966872,0.34,4.92
Calcium,2008-10-04,2008,F,W1,L,LY6-4,Min,88.5,7.02,92.45,1.78,3.89,0.69,0.55,12.17370219,0.3,4.08
Calcium,2008-10-04,2008,F,W1,L,LY6-5,Min,308.87,7.25,69.96,1.56,1.89,0.71,0.89,6.299231723,0.32,4.41
Calcium,2008-10-04,2008,F,W1,L,LY6-1,Oa/A,1446.47,18.79,337.75,1.9,21.65,1.33,0.29,97.20991079,0.5,4.24
Calcium,2008-10-04,2008,F,W1,L,LY6-2,Oa/A,827.74,17.32,373.09,11.48,32.96,4.25,4.22,131.4339884,0.62,4.13
Calcium,2008-10-04,2008,F,W1,L,LY6-3,Oa/A,886.56,12.84,268.75,5.11,10.01,2.42,1.99,186.653984,0.43,4.18
Calcium,2008-10-04,2008,F,W1,L,LY6-4,Oa/A,881.36,11.65,254.38,6.19,19.37,2.18,0.94,74.74627845,0.56,3.74
Calcium,2008-10-04,2008,F,W1,L,LY6-5,Oa/A,727.49,11.5,175.81,4.67,7.33,1.69,1.37,41.53026977,0.42,4.15
Calcium,2008-10-04,2008,F,W1,L,LY6-1,Oi/Oe,3241.56,59.87,504.79,0.3,66.23,0.6,17.22,40.52386793,0.61,4.42
Calcium,2008-10-04,2008,F,W1,L,LY6-2,Oi/Oe,4325.22,45.81,743.95,4.05,77.97,4.74,14.52,458.9438132,0.7,4.58
Calcium,2008-10-04,2008,F,W1,L,LY6-3,Oi/Oe,375.45,22.64,420.12,3.19,19.17,2.13,3.62,38.33824948,0.45,4.99
Calcium,2008-10-04,2008,F,W1,L,LY6-4,Oi/Oe,1419,115.35,444.44,2.25,15.64,2.1,10.77,154.2800544,0.68,4.45
Calcium,2008-10-04,2008,F,W1,L,LY6-5,Oi/Oe,1585.77,26.72,417.33,3.43,42.12,3.54,8.16,88.4852316,0.6,4.38
Calcium,2008-10-04,2008,F,W1,M,LY4-1,Min,122.85,10.51,73.09,2.45,1.6,1.04,1.16,10.52558072,0.31,3.86
Calcium,2008-10-04,2008,F,W1,M,LY4-2,Min,629.8,9.79,96.42,3.87,4.82,1.28,1.35,27.87811901,0.4,4.34
Calcium,2008-10-04,2008,F,W1,M,LY4-3,Min,357.26,8.11,103.85,2.44,3.32,1.55,1.71,28.54891968,0.32,4.45
Calcium,2008-10-04,2008,F,W1,M,LY4-4,Min,185.02,6.33,69.2,1.47,1.72,0.39,0.42,17.1558534,0.41,4.59
Calcium,2008-10-04,2008,F,W1,M,LY4-5,Min,233.62,5.98,64.37,2.87,1.35,0.62,0.66,7.297984114,0.33,4.22
Calcium,2008-10-04,2008,F,W1,M,LY4-1,Oa/A,943.7,19.72,210,6.55,13.12,2.64,2.54,47.77629203,0.51,3.75
Calcium,2008-10-04,2008,F,W1,M,LY4-2,Oa/A,140.72,20.04,186.84,7.8,10.03,2.61,3.29,92.58312654,0.46,4.21
Calcium,2008-10-04,2008,F,W1,M,LY4-3,Oa/A,769.56,20.51,290.92,11.69,12.62,3.88,4.58,107.7499817,0.47,4.22
Calcium,2008-10-04,2008,F,W1,M,LY4-4,Oa/A,1426.11,21.21,323.64,5.51,7.12,2.57,2.48,213.5998441,0.51,4.18
Calcium,2008-10-04,2008,F,W1,M,LY4-5,Oa/A,976.53,16.35,194.73,11.6,14.43,2.67,1.78,12.18611667,0.46,4.06
Calcium,2008-10-04,2008,F,W1,M,LY4-1,Oi/Oe,638.18,115.27,503.94,1.47,68.07,1.91,8.86,257.8291243,0.7,4.29
Calcium,2008-10-04,2008,F,W1,M,LY4-2,Oi/Oe,2161.46,49.45,440.93,9.93,56.23,6.26,8.35,90.51694597,0.66,4.04
Calcium,2008-10-04,2008,F,W1,M,LY4-3,Oi/Oe,1889.08,7.48,412,8.43,41.79,8.34,10.99,204.5309638,0.6,4.62
Calcium,2008-10-04,2008,F,W1,M,LY4-4,Oi/Oe,885.04,81.69,565.23,2.56,61.42,2.24,9.59,729.2912109,0.65,4.38
Calcium,2008-10-04,2008,F,W1,M,LY4-5,Oi/Oe,5187.18,117.72,1002.31,13.3,132.83,9.01,22.82,540.8849131,0.75,4.33
Calcium,2008-10-04,2008,F,W1,SF,LY2-1,Min,415.17,9.33,95.33,3.82,7.17,1.72,1.36,840.1779254,0.34,4.04
Calcium,2008-10-04,2008,F,W1,SF,LY2-2,Min,420.23,13.3,78.17,0.2,4.47,0.47,0.62,69.57575068,0.45,4.31
Calcium,2008-10-04,2008,F,W1,SF,LY2-3,Min,738.83,31.06,138.68,10.29,5.16,2.66,5.33,865.5241564,0.76,3.94
Calcium,2008-10-04,2008,F,W1,SF,LY2-4,Min,479.58,13.06,109.3,0.15,13.17,0.12,0.66,19.42443967,0.3,4.43
Calcium,2008-10-04,2008,F,W1,SF,LY2-5,Min,134.09,8.94,93.95,3.18,2.66,1.54,2,42.95378756,0.31,4.17
Calcium,2008-10-04,2008,F,W1,SF,LY2-1,Oa/A,2713.21,44.58,667.41,13.6,63.24,8.31,10.56,3607.030072,0.67,4.01
Calcium,2008-10-04,2008,F,W1,SF,LY2-2,Oa/A,2284.95,57.56,376.97,0.46,51.05,0.09,1.2,2345.473434,0.74,4.06
Calcium,2008-10-04,2008,F,W1,SF,LY2-3,Oa/A,3423.67,42.59,606.73,3.22,76.84,5.4,0.26,599.8928398,0.81,4.06
Calcium,2008-10-04,2008,F,W1,SF,LY2-4,Oa/A,2685.67,21.67,526.44,0.42,48.04,0.32,4.73,366.1744805,0.72,3.81
Calcium,2008-10-04,2008,F,W1,SF,LY2-5,Oa/A,2936.9,59.02,595.73,8,60.71,5.84,6.18,829.4520529,0.65,4
Calcium,2008-10-04,2008,F,W1,SF,LY2-1,Oi/Oe,4660.68,131.48,865.51,2.51,96.03,1.5,12.1,404.3222724,0.71,4.65
Calcium,2008-10-04,2008,F,W1,SF,LY2-2,Oi/Oe,1974.29,125.73,478.86,0.57,104.61,0,6.64,-9999.99,0.79,4.25
Calcium,2008-10-04,2008,F,W1,SF,LY2-3,Oi/Oe,3907.78,62.08,689.91,0.68,114.38,0,4.9,1003.602285,0.82,4.18
Calcium,2008-10-04,2008,F,W1,SF,LY2-4,Oi/Oe,4877.39,171.88,874.08,0.58,171.07,0,14.02,-9999.99,0.79,4.19
Calcium,2008-10-04,2008,F,W1,SF,LY2-5,Oi/Oe,6278.78,173.77,868.38,0.4,121.66,0.61,9.21,703.5628264,0.7,4.31
Calcium,2009-07-09,2009,SU,W1,L,LY6-1,Min,663.87,11.2,92.23,0.35,0.71,0.64,1.45,123.25,0.34,4.63
Calcium,2009-07-09,2009,SU,W1,L,LY6-2,Min,374.2,4.78,47.75,0.41,0.31,0.67,0.81,161.86,0.3,4.56
Calcium,2009-07-09,2009,SU,W1,L,LY6-3,Min,446.37,3.14,65.87,0.64,0.26,1.06,1.15,103.66,0.33,4.54
Calcium,2009-07-09,2009,SU,W1,L,LY6-4,Min,39.46,2.56,41.74,0.43,0.36,0.82,1.12,124.42,0.24,4.1
Calcium,2009-07-09,2009,SU,W1,L,LY6-5,Min,458.97,5.69,49.18,0.6,0.25,1.06,1.3,118.39,0.29,4.46
Calcium,2009-07-09,2009,SU,W1,L,LY6-1,Oa/A,327.45,28.75,288.24,3.27,0.88,5.81,7.04,905.14,0.56,3.95
Calcium,2009-07-09,2009,SU,W1,L,LY6-2,Oa/A,1477.51,25.55,527.56,5.43,2.14,7.77,8.38,1578.07,0.71,4.01
Calcium,2009-07-09,2009,SU,W1,L,LY6-3,Oa/A,1461.39,15.72,258.88,2.4,1.06,5.25,5.63,1061.47,0.49,4.19
Calcium,2009-07-09,2009,SU,W1,L,LY6-4,Oa/A,1131.98,24.39,217.23,3.46,0.61,4.39,5.05,964.58,0.58,3.7
Calcium,2009-07-09,2009,SU,W1,L,LY6-5,Oa/A,1378.4,17.55,195.72,2.59,0.43,4.74,5.29,706.49,0.48,4.02
Calcium,2009-07-09,2009,SU,W1,L,LY6-1,Oi/Oe,2607.66,11.28,615.41,0.86,12.18,2.43,26.82,770.25,0.69,4.37
Calcium,2009-07-09,2009,SU,W1,L,LY6-2,Oi/Oe,8276.79,44.1,1053.94,4.94,15.78,8.91,32.07,1530.06,0.77,4.38
Calcium,2009-07-09,2009,SU,W1,L,LY6-3,Oi/Oe,3829.05,196.43,578.12,2.5,9.76,8.17,21.17,1179.72,0.66,4.77
Calcium,2009-07-09,2009,SU,W1,L,LY6-4,Oi/Oe,7034.23,258.65,691.03,1.6,25.25,2.88,27.12,1243.73,0.75,4.09
Calcium,2009-07-09,2009,SU,W1,L,LY6-5,Oi/Oe,2070.46,18.61,299.82,1.66,4.3,5.82,11.2,766.41,0.58,4.38
Calcium,2009-07-09,2009,SU,W1,M,LY4-1,Min,547.76,7.43,72.2,0.8,0.63,1.25,1.88,167.74,0.3,4.1
Calcium,2009-07-09,2009,SU,W1,M,LY4-2,Min,891.15,11.04,123.42,1.33,0.56,2.07,2.21,308.41,0.42,4.16
Calcium,2009-07-09,2009,SU,W1,M,LY4-3,Min,1034.76,15.47,139.09,1.52,0.55,2.44,2.58,412.21,0.41,4.53
Calcium,2009-07-09,2009,SU,W1,M,LY4-4,Min,1163.45,12.16,127.03,1.18,0.69,1.57,1.69,388.99,0.48,4.43
Calcium,2009-07-09,2009,SU,W1,M,LY4-5,Min,643.06,1.6,84.29,0.98,0.33,1.52,1.64,329.94,0.34,4.07
Calcium,2009-07-09,2009,SU,W1,M,LY4-1,Oa/A,2469.63,37.24,301.54,3.63,3.29,6.1,7.63,912.14,0.64,3.72
Calcium,2009-07-09,2009,SU,W1,M,LY4-2,Oa/A,2263.75,35.01,299.23,5.2,1.59,7.65,8.21,1267.24,0.58,3.94
Calcium,2009-07-09,2009,SU,W1,M,LY4-3,Oa/A,2559.54,33.13,277.19,3.01,0.49,6.2,7.04,1402.98,0.46,4.05
Calcium,2009-07-09,2009,SU,W1,M,LY4-4,Oa/A,1584.91,29.04,305.39,2.36,0.55,4.04,4.92,1508.73,0.54,4.09
Calcium,2009-07-09,2009,SU,W1,M,LY4-5,Oa/A,1556.86,23.21,235.15,4.14,0.74,5.85,6.29,2228.95,0.56,3.83
Calcium,2009-07-09,2009,SU,W1,M,LY4-1,Oi/Oe,800.07,137.96,544.4,1.86,11.56,4.26,17.98,1077.94,0.71,4.21
Calcium,2009-07-09,2009,SU,W1,M,LY4-2,Oi/Oe,7520.1,218.74,749.3,5.42,17.56,9.35,30.48,1547.33,0.74,4.4
Calcium,2009-07-09,2009,SU,W1,M,LY4-3,Oi/Oe,4155.62,202.36,571.85,1.29,16.42,2.96,19.54,794.86,0.68,4.76
Calcium,2009-07-09,2009,SU,W1,M,LY4-4,Oi/Oe,6635.02,186.96,539.68,3.32,7.97,8.29,15.36,2248.19,0.68,4.25
Calcium,2009-07-09,2009,SU,W1,M,LY4-5,Oi/Oe,7968.85,235.46,707.8,5.9,23.23,11.66,37.46,2241.89,0.72,4.13
Calcium,2009-07-10,2009,SU,BearBrook,SF,SF-1,Min,204.11,4.22,65.05,0.51,0.34,0.85,1.62,181.13,0.35,3.79
Calcium,2009-07-10,2009,SU,BearBrook,SF,SF-2,Min,103.95,4.26,23.81,0.37,0.19,0.61,1.1,86.78,0.23,3.81
Calcium,2009-07-10,2009,SU,BearBrook,SF,SF-3,Min,665.67,13.65,77.87,0.25,0.37,0.62,1.14,366.99,0.36,3.54
Calcium,2009-07-10,2009,SU,BearBrook,SF,SF-4,Min,259.16,1.62,67.41,0.28,0.97,0.56,2.11,99.6,0.36,3.66
Calcium,2009-07-10,2009,SU,BearBrook,SF,SF-5,Min,60.15,5.08,84.87,0.73,0.42,1.29,1.72,262.83,0.37,3.6
